code,prefecture,prefecture_kana,municipality,municipality_kana
112330,埼玉県,ｻｲﾀﾏｹﾝ,北本市,ｷﾀﾓﾄｼ
112348,埼玉県,ｻｲﾀﾏｹﾝ,八潮市,ﾔｼｵｼ
112356,埼玉県,ｻｲﾀﾏｹﾝ,富士見市,ﾌｼﾞﾐｼ
112372,埼玉県,ｻｲﾀﾏｹﾝ,三郷市,ﾐｻﾄｼ
112381,埼玉県,ｻｲﾀﾏｹﾝ,蓮田市,ﾊｽﾀﾞｼ
112399,埼玉県,ｻｲﾀﾏｹﾝ,坂戸市,ｻｶﾄﾞｼ
112402,埼玉県,ｻｲﾀﾏｹﾝ,幸手市,ｻｯﾃｼ
112411,埼玉県,ｻｲﾀﾏｹﾝ,鶴ヶ島市,ﾂﾙｶﾞｼﾏｼ
112429,埼玉県,ｻｲﾀﾏｹﾝ,日高市,ﾋﾀﾞｶｼ
112437,埼玉県,ｻｲﾀﾏｹﾝ,吉川市,ﾖｼｶﾜｼ
112453,埼玉県,ｻｲﾀﾏｹﾝ,ふじみ野市,ﾌｼﾞﾐﾉｼ
112461,埼玉県,ｻｲﾀﾏｹﾝ,白岡市,ｼﾗｵｶｼ
113018,埼玉県,ｻｲﾀﾏｹﾝ,伊奈町,ｲﾅﾏﾁ
113247,埼玉県,ｻｲﾀﾏｹﾝ,三芳町,ﾐﾖｼﾏﾁ
113263,埼玉県,ｻｲﾀﾏｹﾝ,毛呂山町,ﾓﾛﾔﾏﾏﾁ
113271,埼玉県,ｻｲﾀﾏｹﾝ,越生町,ｵｺﾞｾﾏﾁ
113417,埼玉県,ｻｲﾀﾏｹﾝ,滑川町,ﾅﾒｶﾞﾜﾏﾁ
113425,埼玉県,ｻｲﾀﾏｹﾝ,嵐山町,ﾗﾝｻﾞﾝﾏﾁ
113433,埼玉県,ｻｲﾀﾏｹﾝ,小川町,ｵｶﾞﾜﾏﾁ
113468,埼玉県,ｻｲﾀﾏｹﾝ,川島町,ｶﾜｼﾞﾏﾏﾁ
113476,埼玉県,ｻｲﾀﾏｹﾝ,吉見町,ﾖｼﾐﾏﾁ
113484,埼玉県,ｻｲﾀﾏｹﾝ,鳩山町,ﾊﾄﾔﾏﾏﾁ
113492,埼玉県,ｻｲﾀﾏｹﾝ,ときがわ町,ﾄｷｶﾞﾜﾏﾁ
113611,埼玉県,ｻｲﾀﾏｹﾝ,横瀬町,ﾖｺｾﾞﾏﾁ
113620,埼玉県,ｻｲﾀﾏｹﾝ,皆野町,ﾐﾅﾉﾏﾁ
113638,埼玉県,ｻｲﾀﾏｹﾝ,長瀞町,ﾅｶﾞﾄﾛﾏﾁ
113654,埼玉県,ｻｲﾀﾏｹﾝ,小鹿野町,ｵｶﾞﾉﾏﾁ
113697,埼玉県,ｻｲﾀﾏｹﾝ,東秩父村,ﾋｶﾞｼﾁﾁﾌﾞﾑﾗ
113816,埼玉県,ｻｲﾀﾏｹﾝ,美里町,ﾐｻﾄﾏﾁ
113832,埼玉県,ｻｲﾀﾏｹﾝ,神川町,ｶﾐｶﾜﾏﾁ
113859,埼玉県,ｻｲﾀﾏｹﾝ,上里町,ｶﾐｻﾄﾏﾁ
114081,埼玉県,ｻｲﾀﾏｹﾝ,寄居町,ﾖﾘｲﾏﾁ
114421,埼玉県,ｻｲﾀﾏｹﾝ,宮代町,ﾐﾔｼﾛﾏﾁ
114642,埼玉県,ｻｲﾀﾏｹﾝ,杉戸町,ｽｷﾞﾄﾏﾁ
114651,埼玉県,ｻｲﾀﾏｹﾝ,松伏町,ﾏﾂﾌﾞｼﾏﾁ
120006,千葉県,ﾁﾊﾞｹﾝ,,
121002,千葉県,ﾁﾊﾞｹﾝ,千葉市,ﾁﾊﾞｼ
122025,千葉県,ﾁﾊﾞｹﾝ,銚子市,ﾁｮｳｼｼ
122033,千葉県,ﾁﾊﾞｹﾝ,市川市,ｲﾁｶﾜｼ
122041,千葉県,ﾁﾊﾞｹﾝ,船橋市,ﾌﾅﾊﾞｼｼ
122050,千葉県,ﾁﾊﾞｹﾝ,館山市,ﾀﾃﾔﾏｼ
122068,千葉県,ﾁﾊﾞｹﾝ,木更津市,ｷｻﾗﾂﾞｼ
122076,千葉県,ﾁﾊﾞｹﾝ,松戸市,ﾏﾂﾄﾞｼ
122084,千葉県,ﾁﾊﾞｹﾝ,野田市,ﾉﾀﾞｼ
122106,千葉県,ﾁﾊﾞｹﾝ,茂原市,ﾓﾊﾞﾗｼ
122114,千葉県,ﾁﾊﾞｹﾝ,成田市,ﾅﾘﾀｼ
122122,千葉県,ﾁﾊﾞｹﾝ,佐倉市,ｻｸﾗｼ
122131,千葉県,ﾁﾊﾞｹﾝ,東金市,ﾄｳｶﾞﾈｼ
122157,千葉県,ﾁﾊﾞｹﾝ,旭市,ｱｻﾋｼ
122165,千葉県,ﾁﾊﾞｹﾝ,習志野市,ﾅﾗｼﾉｼ
122173,千葉県,ﾁﾊﾞｹﾝ,柏市,ｶｼﾜｼ
122181,千葉県,ﾁﾊﾞｹﾝ,勝浦市,ｶﾂｳﾗｼ
122190,千葉県,ﾁﾊﾞｹﾝ,市原市,ｲﾁﾊﾗｼ
122203,千葉県,ﾁﾊﾞｹﾝ,流山市,ﾅｶﾞﾚﾔﾏｼ
122211,千葉県,ﾁﾊﾞｹﾝ,八千代市,ﾔﾁﾖｼ
122220,千葉県,ﾁﾊﾞｹﾝ,我孫子市,ｱﾋﾞｺｼ
122238,千葉県,ﾁﾊﾞｹﾝ,鴨川市,ｶﾓｶﾞﾜｼ
122246,千葉県,ﾁﾊﾞｹﾝ,鎌ケ谷市,ｶﾏｶﾞﾔｼ
122254,千葉県,ﾁﾊﾞｹﾝ,君津市,ｷﾐﾂｼ
122262,千葉県,ﾁﾊﾞｹﾝ,富津市,ﾌｯﾂｼ
122271,千葉県,ﾁﾊﾞｹﾝ,浦安市,ｳﾗﾔｽｼ
122289,千葉県,ﾁﾊﾞｹﾝ,四街道市,ﾖﾂｶｲﾄﾞｳｼ
122297,千葉県,ﾁﾊﾞｹﾝ,袖ケ浦市,ｿﾃﾞｶﾞｳﾗｼ
122301,千葉県,ﾁﾊﾞｹﾝ,八街市,ﾔﾁﾏﾀｼ
122319,千葉県,ﾁﾊﾞｹﾝ,印西市,ｲﾝｻﾞｲｼ
122327,千葉県,ﾁﾊﾞｹﾝ,白井市,ｼﾛｲｼ
122335,千葉県,ﾁﾊﾞｹﾝ,富里市,ﾄﾐｻﾄｼ
122343,千葉県,ﾁﾊﾞｹﾝ,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ
122351,千葉県,ﾁﾊﾞｹﾝ,匝瑳市,ｿｳｻｼ
122360,千葉県,ﾁﾊﾞｹﾝ,香取市,ｶﾄﾘｼ
122378,千葉県,ﾁﾊﾞｹﾝ,山武市,ｻﾝﾑｼ
122386,千葉県,ﾁﾊﾞｹﾝ,いすみ市,ｲｽﾐｼ
122394,千葉県,ﾁﾊﾞｹﾝ,大網白里市,ｵｵｱﾐｼﾗｻﾄｼ
123226,千葉県,ﾁﾊﾞｹﾝ,酒々井町,ｼｽｲﾏﾁ
123293,千葉県,ﾁﾊﾞｹﾝ,栄町,ｻｶｴﾏﾁ
123421,千葉県,ﾁﾊﾞｹﾝ,神崎町,ｺｳｻﾞｷﾏﾁ
123471,千葉県,ﾁﾊﾞｹﾝ,多古町,ﾀｺﾏﾁ
123498,千葉県,ﾁﾊﾞｹﾝ,東庄町,ﾄｳﾉｼｮｳﾏﾁ
124036,千葉県,ﾁﾊﾞｹﾝ,九十九里町,ｸｼﾞﾕｳｸﾘﾏﾁ
124095,千葉県,ﾁﾊﾞｹﾝ,芝山町,ｼﾊﾞﾔﾏﾏﾁ
124109,千葉県,ﾁﾊﾞｹﾝ,横芝光町,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ
124214,千葉県,ﾁﾊﾞｹﾝ,一宮町,ｲﾁﾉﾐﾔﾏﾁ
124222,千葉県,ﾁﾊﾞｹﾝ,睦沢町,ﾑﾂｻﾞﾜﾏﾁ
124231,千葉県,ﾁﾊﾞｹﾝ,長生村,ﾁｮｳｾｲﾑﾗ
124249,千葉県,ﾁﾊﾞｹﾝ,白子町,ｼﾗｺﾏﾁ
124265,千葉県,ﾁﾊﾞｹﾝ,長柄町,ﾅｶﾞﾗﾏﾁ
124273,千葉県,ﾁﾊﾞｹﾝ,長南町,ﾁｮｳﾅﾝﾏﾁ
124419,千葉県,ﾁﾊﾞｹﾝ,大多喜町,ｵｵﾀｷﾏﾁ
124435,千葉県,ﾁﾊﾞｹﾝ,御宿町,ｵﾝｼﾞﾕｸﾏﾁ
124630,千葉県,ﾁﾊﾞｹﾝ,鋸南町,ｷﾖﾅﾝﾏﾁ
130001,東京都,ﾄｳｷｮｳﾄ,,
131016,東京都,ﾄｳｷｮｳﾄ,千代田区,ﾁﾖﾀﾞｸ
131024,東京都,ﾄｳｷｮｳﾄ,中央区,ﾁｭｳｵｳｸ
131032,東京都,ﾄｳｷｮｳﾄ,港区,ﾐﾅﾄｸ
131041,東京都,ﾄｳｷｮｳﾄ,新宿区,ｼﾝｼﾞｭｸｸ
131059,東京都,ﾄｳｷｮｳﾄ,文京区,ﾌﾞﾝｷｮｳｸ
131067,東京都,ﾄｳｷｮｳﾄ,台東区,ﾀｲﾄｳｸ
131075,東京都,ﾄｳｷｮｳﾄ,墨田区,ｽﾐﾀﾞｸ
131083,東京都,ﾄｳｷｮｳﾄ,江東区,ｺｳﾄｳｸ
131091,東京都,ﾄｳｷｮｳﾄ,品川区,ｼﾅｶﾞﾜｸ
131105,東京都,ﾄｳｷｮｳﾄ,目黒区,ﾒｸﾞﾛｸ
131113,東京都,ﾄｳｷｮｳﾄ,大田区,ｵｵﾀｸ
131121,東京都,ﾄｳｷｮｳﾄ,世田谷区,ｾﾀｶﾞﾔｸ
131130,東京都,ﾄｳｷｮｳﾄ,渋谷区,ｼﾌﾞﾔｸ
131148,東京都,ﾄｳｷｮｳﾄ,中野区,ﾅｶﾉｸ
131156,東京都,ﾄｳｷｮｳﾄ,杉並区,ｽｷﾞﾅﾐｸ
131164,東京都,ﾄｳｷｮｳﾄ,豊島区,ﾄｼﾏｸ
131172,東京都,ﾄｳｷｮｳﾄ,北区,ｷﾀｸ
131181,東京都,ﾄｳｷｮｳﾄ,荒川区,ｱﾗｶﾜｸ
131199,東京都,ﾄｳｷｮｳﾄ,板橋区,ｲﾀﾊﾞｼｸ
131202,東京都,ﾄｳｷｮｳﾄ,練馬区,ﾈﾘﾏｸ
131211,東京都,ﾄｳｷｮｳﾄ,足立区,ｱﾀﾞﾁｸ
131229,東京都,ﾄｳｷｮｳﾄ,葛飾区,ｶﾂｼｶｸ
131237,東京都,ﾄｳｷｮｳﾄ,江戸川区,ｴﾄﾞｶﾞﾜｸ
132012,東京都,ﾄｳｷｮｳﾄ,八王子市,ﾊﾁｵｳｼﾞｼ
132021,東京都,ﾄｳｷｮｳﾄ,立川市,ﾀﾁｶﾜｼ
132039,東京都,ﾄｳｷｮｳﾄ,武蔵野市,ﾑｻｼﾉｼ
132047,東京都,ﾄｳｷｮｳﾄ,三鷹市,ﾐﾀｶｼ
132055,東京都,ﾄｳｷｮｳﾄ,青梅市,ｵｳﾒｼ
132063,東京都,ﾄｳｷｮｳﾄ,府中市,ﾌﾁｭｳｼ
132071,東京都,ﾄｳｷｮｳﾄ,昭島市,ｱｷｼﾏｼ
132080,東京都,ﾄｳｷｮｳﾄ,調布市,ﾁｮｳﾌｼ
132098,東京都,ﾄｳｷｮｳﾄ,町田市,ﾏﾁﾀﾞｼ
132101,東京都,ﾄｳｷｮｳﾄ,小金井市,ｺｶﾞﾈｲｼ
132110,東京都,ﾄｳｷｮｳﾄ,小平市,ｺﾀﾞｲﾗｼ
132128,東京都,ﾄｳｷｮｳﾄ,日野市,ﾋﾉｼ
132136,東京都,ﾄｳｷｮｳﾄ,東村山市,ﾋｶﾞｼﾑﾗﾔﾏｼ
132144,東京都,ﾄｳｷｮｳﾄ,国分寺市,ｺｸﾌﾞﾝｼﾞｼ
132152,東京都,ﾄｳｷｮｳﾄ,国立市,ｸﾆﾀﾁｼ
132187,東京都,ﾄｳｷｮｳﾄ,福生市,ﾌｯｻｼ
132195,東京都,ﾄｳｷｮｳﾄ,狛江市,ｺﾏｴｼ
132209,東京都,ﾄｳｷｮｳﾄ,東大和市,ﾋｶﾞｼﾔﾏﾄｼ
132217,東京都,ﾄｳｷｮｳﾄ,清瀬市,ｷﾖｾｼ
132225,東京都,ﾄｳｷｮｳﾄ,東久留米市,ﾋｶﾞｼｸﾙﾒｼ
132233,東京都,ﾄｳｷｮｳﾄ,武蔵村山市,ﾑｻｼﾑﾗﾔﾏｼ
132241,東京都,ﾄｳｷｮｳﾄ,多摩市,ﾀﾏｼ
132250,東京都,ﾄｳｷｮｳﾄ,稲城市,ｲﾅｷﾞｼ
132276,東京都,ﾄｳｷｮｳﾄ,羽村市,ﾊﾑﾗｼ
132284,東京都,ﾄｳｷｮｳﾄ,あきる野市,ｱｷﾙﾉｼ
132292,東京都,ﾄｳｷｮｳﾄ,西東京市,ﾆｼﾄｳｷｮｳｼ
133035,東京都,ﾄｳｷｮｳﾄ,瑞穂町,ﾐｽﾞﾎﾏﾁ
133051,東京都,ﾄｳｷｮｳﾄ,日の出町,ﾋﾉﾃﾞﾏﾁ
133078,東京都,ﾄｳｷｮｳﾄ,檜原村,ﾋﾉﾊﾗﾑﾗ
133086,東京都,ﾄｳｷｮｳﾄ,奥多摩町,ｵｸﾀﾏﾏﾁ
133612,東京都,ﾄｳｷｮｳﾄ,大島町,ｵｵｼﾏﾏﾁ
133621,東京都,ﾄｳｷｮｳﾄ,利島村,ﾄｼﾏﾑﾗ
133639,東京都,ﾄｳｷｮｳﾄ,新島村,ﾆｲｼﾞﾏﾑﾗ
133647,東京都,ﾄｳｷｮｳﾄ,神津島村,ｺｳﾂﾞｼﾏﾑﾗ
133817,東京都,ﾄｳｷｮｳﾄ,三宅村,ﾐﾔｹﾑﾗ
133825,東京都,ﾄｳｷｮｳﾄ,御蔵島村,ﾐｸﾗｼﾞﾏﾑﾗ
134015,東京都,ﾄｳｷｮｳﾄ,八丈町,ﾊﾁｼﾞｮｳﾏﾁ
134023,東京都,ﾄｳｷｮｳﾄ,青ヶ島村,ｱｵｶﾞｼﾏﾑﾗ
134210,東京都,ﾄｳｷｮｳﾄ,小笠原村,ｵｶﾞｻﾜﾗﾑﾗ
140007,神奈川県,ｶﾅｶﾞﾜｹﾝ,,
141003,神奈川県,ｶﾅｶﾞﾜｹﾝ,横浜市,ﾖｺﾊﾏｼ
141305,神奈川県,ｶﾅｶﾞﾜｹﾝ,川崎市,ｶﾜｻｷｼ
141500,神奈川県,ｶﾅｶﾞﾜｹﾝ,相模原市,ｻｶﾞﾐﾊﾗｼ
142018,神奈川県,ｶﾅｶﾞﾜｹﾝ,横須賀市,ﾖｺｽｶｼ
142034,神奈川県,ｶﾅｶﾞﾜｹﾝ,平塚市,ﾋﾗﾂｶｼ
142042,神奈川県,ｶﾅｶﾞﾜｹﾝ,鎌倉市,ｶﾏｸﾗｼ
142051,神奈川県,ｶﾅｶﾞﾜｹﾝ,藤沢市,ﾌｼﾞｻﾜｼ
142069,神奈川県,ｶﾅｶﾞﾜｹﾝ,小田原市,ｵﾀﾞﾜﾗｼ
142077,神奈川県,ｶﾅｶﾞﾜｹﾝ,茅ヶ崎市,ﾁｶﾞｻｷｼ
142085,神奈川県,ｶﾅｶﾞﾜｹﾝ,逗子市,ｽﾞｼｼ
142107,神奈川県,ｶﾅｶﾞﾜｹﾝ,三浦市,ﾐｳﾗｼ
142115,神奈川県,ｶﾅｶﾞﾜｹﾝ,秦野市,ﾊﾀﾞﾉｼ
142123,神奈川県,ｶﾅｶﾞﾜｹﾝ,厚木市,ｱﾂｷﾞｼ
142131,神奈川県,ｶﾅｶﾞﾜｹﾝ,大和市,ﾔﾏﾄｼ
142140,神奈川県,ｶﾅｶﾞﾜｹﾝ,伊勢原市,ｲｾﾊﾗｼ
142158,神奈川県,ｶﾅｶﾞﾜｹﾝ,海老名市,ｴﾋﾞﾅｼ
142166,神奈川県,ｶﾅｶﾞﾜｹﾝ,座間市,ｻﾞﾏｼ
142174,神奈川県,ｶﾅｶﾞﾜｹﾝ,南足柄市,ﾐﾅﾐｱｼｶﾞﾗｼ
142182,神奈川県,ｶﾅｶﾞﾜｹﾝ,綾瀬市,ｱﾔｾｼ
143014,神奈川県,ｶﾅｶﾞﾜｹﾝ,葉山町,ﾊﾔﾏﾏﾁ
143219,神奈川県,ｶﾅｶﾞﾜｹﾝ,寒川町,ｻﾑｶﾜﾏﾁ
143413,神奈川県,ｶﾅｶﾞﾜｹﾝ,大磯町,ｵｵｲｿﾏﾁ
143421,神奈川県,ｶﾅｶﾞﾜｹﾝ,二宮町,ﾆﾉﾐﾔﾏﾁ
143618,神奈川県,ｶﾅｶﾞﾜｹﾝ,中井町,ﾅｶｲﾏﾁ
143626,神奈川県,ｶﾅｶﾞﾜｹﾝ,大井町,ｵｵｲﾏﾁ
143634,神奈川県,ｶﾅｶﾞﾜｹﾝ,松田町,ﾏﾂﾀﾞﾏﾁ
143642,神奈川県,ｶﾅｶﾞﾜｹﾝ,山北町,ﾔﾏｷﾀﾏﾁ
143669,神奈川県,ｶﾅｶﾞﾜｹﾝ,開成町,ｶｲｾｲﾏﾁ
143821,神奈川県,ｶﾅｶﾞﾜｹﾝ,箱根町,ﾊｺﾈﾏﾁ
143839,神奈川県,ｶﾅｶﾞﾜｹﾝ,真鶴町,ﾏﾅﾂﾞﾙﾏﾁ
143847,神奈川県,ｶﾅｶﾞﾜｹﾝ,湯河原町,ﾕｶﾞﾜﾗﾏﾁ
144011,神奈川県,ｶﾅｶﾞﾜｹﾝ,愛川町,ｱｲｶﾜﾏﾁ
144029,神奈川県,ｶﾅｶﾞﾜｹﾝ,清川村,ｷﾖｶﾜﾑﾗ
150002,新潟県,ﾆｲｶﾞﾀｹﾝ,,
151009,新潟県,ﾆｲｶﾞﾀｹﾝ,新潟市,ﾆｲｶﾞﾀｼ
152021,新潟県,ﾆｲｶﾞﾀｹﾝ,長岡市,ﾅｶﾞｵｶｼ
152048,新潟県,ﾆｲｶﾞﾀｹﾝ,三条市,ｻﾝｼﾞｮｳｼ
152056,新潟県,ﾆｲｶﾞﾀｹﾝ,柏崎市,ｶｼﾜｻﾞｷｼ
152064,新潟県,ﾆｲｶﾞﾀｹﾝ,新発田市,ｼﾊﾞﾀｼ
152081,新潟県,ﾆｲｶﾞﾀｹﾝ,小千谷市,ｵﾁﾞﾔｼ
152099,新潟県,ﾆｲｶﾞﾀｹﾝ,加茂市,ｶﾓｼ
152102,新潟県,ﾆｲｶﾞﾀｹﾝ,十日町市,ﾄｵｶﾏﾁｼ
152111,新潟県,ﾆｲｶﾞﾀｹﾝ,見附市,ﾐﾂｹｼ
152129,新潟県,ﾆｲｶﾞﾀｹﾝ,村上市,ﾑﾗｶﾐｼ
152137,新潟県,ﾆｲｶﾞﾀｹﾝ,燕市,ﾂﾊﾞﾒｼ
152161,新潟県,ﾆｲｶﾞﾀｹﾝ,糸魚川市,ｲﾄｲｶﾞﾜｼ
152170,新潟県,ﾆｲｶﾞﾀｹﾝ,妙高市,ﾐｮｳｺｳｼ
152188,新潟県,ﾆｲｶﾞﾀｹﾝ,五泉市,ｺﾞｾﾝｼ
152226,新潟県,ﾆｲｶﾞﾀｹﾝ,上越市,ｼﾞｮｳｴﾂｼ
152234,新潟県,ﾆｲｶﾞﾀｹﾝ,阿賀野市,ｱｶﾞﾉｼ
152242,新潟県,ﾆｲｶﾞﾀｹﾝ,佐渡市,ｻﾄﾞｼ
152251,新潟県,ﾆｲｶﾞﾀｹﾝ,魚沼市,ｳｵﾇﾏｼ
152269,新潟県,ﾆｲｶﾞﾀｹﾝ,南魚沼市,ﾐﾅﾐｳｵﾇﾏｼ
152277,新潟県,ﾆｲｶﾞﾀｹﾝ,胎内市,ﾀｲﾅｲｼ
153079,新潟県,ﾆｲｶﾞﾀｹﾝ,聖籠町,ｾｲﾛｳﾏﾁ
153427,新潟県,ﾆｲｶﾞﾀｹﾝ,弥彦村,ﾔﾋｺﾑﾗ
153613,新潟県,ﾆｲｶﾞﾀｹﾝ,田上町,ﾀｶﾞﾐﾏﾁ
153851,新潟県,ﾆｲｶﾞﾀｹﾝ,阿賀町,ｱｶﾞﾏﾁ
154059,新潟県,ﾆｲｶﾞﾀｹﾝ,出雲崎町,ｲｽﾞﾓｻﾞｷﾏﾁ
154610,新潟県,ﾆｲｶﾞﾀｹﾝ,湯沢町,ﾕｻﾞﾜﾏﾁ
154822,新潟県,ﾆｲｶﾞﾀｹﾝ,津南町,ﾂﾅﾝﾏﾁ
155047,新潟県,ﾆｲｶﾞﾀｹﾝ,刈羽村,ｶﾘﾜﾑﾗ
155811,新潟県,ﾆｲｶﾞﾀｹﾝ,関川村,ｾｷｶﾜﾑﾗ
155861,新潟県,ﾆｲｶﾞﾀｹﾝ,粟島浦村,ｱﾜｼﾏｳﾗﾑﾗ
160008,富山県,ﾄﾔﾏｹﾝ,,
162019,富山県,ﾄﾔﾏｹﾝ,富山市,ﾄﾔﾏｼ
162027,富山県,ﾄﾔﾏｹﾝ,高岡市,ﾀｶｵｶｼ
162043,富山県,ﾄﾔﾏｹﾝ,魚津市,ｳｵﾂﾞｼ
162051,富山県,ﾄﾔﾏｹﾝ,氷見市,ﾋﾐｼ
162060,富山県,ﾄﾔﾏｹﾝ,滑川市,ﾅﾒﾘｶﾜｼ
162078,富山県,ﾄﾔﾏｹﾝ,黒部市,ｸﾛﾍﾞｼ
162086,富山県,ﾄﾔﾏｹﾝ,砺波市,ﾄﾅﾐｼ
162094,富山県,ﾄﾔﾏｹﾝ,小矢部市,ｵﾔﾍﾞｼ
162108,富山県,ﾄﾔﾏｹﾝ,南砺市,ﾅﾝﾄｼ
162116,富山県,ﾄﾔﾏｹﾝ,射水市,ｲﾐｽﾞｼ
163210,富山県,ﾄﾔﾏｹﾝ,舟橋村,ﾌﾅﾊｼﾑﾗ
163228,富山県,ﾄﾔﾏｹﾝ,上市町,ｶﾐｲﾁﾏﾁ
163236,富山県,ﾄﾔﾏｹﾝ,立山町,ﾀﾃﾔﾏﾏﾁ
163422,富山県,ﾄﾔﾏｹﾝ,入善町,ﾆｭｳｾﾞﾝﾏﾁ
163431,富山県,ﾄﾔﾏｹﾝ,朝日町,ｱｻﾋﾏﾁ
170003,石川県,ｲｼｶﾜｹﾝ,,
172014,石川県,ｲｼｶﾜｹﾝ,金沢市,ｶﾅｻﾞﾜｼ
172022,石川県,ｲｼｶﾜｹﾝ,七尾市,ﾅﾅｵｼ
172031,石川県,ｲｼｶﾜｹﾝ,小松市,ｺﾏﾂｼ
172049,石川県,ｲｼｶﾜｹﾝ,輪島市,ﾜｼﾞﾏｼ
172057,石川県,ｲｼｶﾜｹﾝ,珠洲市,ｽｽﾞｼ
172065,石川県,ｲｼｶﾜｹﾝ,加賀市,ｶｶﾞｼ
172073,石川県,ｲｼｶﾜｹﾝ,羽咋市,ﾊｸｲｼ
172090,石川県,ｲｼｶﾜｹﾝ,かほく市,ｶﾎｸｼ
172103,石川県,ｲｼｶﾜｹﾝ,白山市,ﾊｸｻﾝｼ
172111,石川県,ｲｼｶﾜｹﾝ,能美市,ﾉﾐｼ
172120,石川県,ｲｼｶﾜｹﾝ,野々市市,ﾉﾉｲﾁｼ
173240,石川県,ｲｼｶﾜｹﾝ,川北町,ｶﾜｷﾀﾏﾁ
173614,石川県,ｲｼｶﾜｹﾝ,津幡町,ﾂﾊﾞﾀﾏﾁ
173657,石川県,ｲｼｶﾜｹﾝ,内灘町,ｳﾁﾅﾀﾞﾏﾁ
173843,石川県,ｲｼｶﾜｹﾝ,志賀町,ｼｶﾏﾁ
173860,石川県,ｲｼｶﾜｹﾝ,宝達志水町,ﾎｳﾀﾞﾂｼﾐｽﾞﾁｮｳ
174076,石川県,ｲｼｶﾜｹﾝ,中能登町,ﾅｶﾉﾄﾏﾁ
174611,石川県,ｲｼｶﾜｹﾝ,穴水町,ｱﾅﾐｽﾞﾏﾁ
174637,石川県,ｲｼｶﾜｹﾝ,能登町,ﾉﾄﾁｮｳ
180009,福井県,ﾌｸｲｹﾝ,,
182010,福井県,ﾌｸｲｹﾝ,福井市,ﾌｸｲｼ
182028,福井県,ﾌｸｲｹﾝ,敦賀市,ﾂﾙｶﾞｼ
182044,福井県,ﾌｸｲｹﾝ,小浜市,ｵﾊﾞﾏｼ
182052,福井県,ﾌｸｲｹﾝ,大野市,ｵｵﾉｼ
182061,福井県,ﾌｸｲｹﾝ,勝山市,ｶﾂﾔﾏｼ
182079,福井県,ﾌｸｲｹﾝ,鯖江市,ｻﾊﾞｴｼ
182087,福井県,ﾌｸｲｹﾝ,あわら市,ｱﾜﾗｼ
182095,福井県,ﾌｸｲｹﾝ,越前市,ｴﾁｾﾞﾝｼ
182109,福井県,ﾌｸｲｹﾝ,坂井市,ｻｶｲｼ
183229,福井県,ﾌｸｲｹﾝ,永平寺町,ｴｲﾍｲｼﾞﾁｮｳ
183822,福井県,ﾌｸｲｹﾝ,池田町,ｲｹﾀﾞﾁｮｳ
184047,福井県,ﾌｸｲｹﾝ,南越前町,ﾐﾅﾐｴﾁｾﾞﾝﾁｮｳ
184233,福井県,ﾌｸｲｹﾝ,越前町,ｴﾁｾﾞﾝﾁｮｳ
184420,福井県,ﾌｸｲｹﾝ,美浜町,ﾐﾊﾏﾁｮｳ
184811,福井県,ﾌｸｲｹﾝ,高浜町,ﾀｶﾊﾏﾁｮｳ
184837,福井県,ﾌｸｲｹﾝ,おおい町,ｵｵｲﾁｮｳ
185019,福井県,ﾌｸｲｹﾝ,若狭町,ﾜｶｻﾁｮｳ
190004,山梨県,ﾔﾏﾅｼｹﾝ,,
192015,山梨県,ﾔﾏﾅｼｹﾝ,甲府市,ｺｳﾌｼ
192023,山梨県,ﾔﾏﾅｼｹﾝ,富士吉田市,ﾌｼﾞﾖｼﾀﾞｼ
192040,山梨県,ﾔﾏﾅｼｹﾝ,都留市,ﾂﾙｼ
192058,山梨県,ﾔﾏﾅｼｹﾝ,山梨市,ﾔﾏﾅｼｼ
192066,山梨県,ﾔﾏﾅｼｹﾝ,大月市,ｵｵﾂｷｼ
192074,山梨県,ﾔﾏﾅｼｹﾝ,韮崎市,ﾆﾗｻｷｼ
192082,山梨県,ﾔﾏﾅｼｹﾝ,南アルプス市,ﾐﾅﾐｱﾙﾌﾟｽｼ
192091,山梨県,ﾔﾏﾅｼｹﾝ,北杜市,ﾎｸﾄｼ
192104,山梨県,ﾔﾏﾅｼｹﾝ,甲斐市,ｶｲｼ
192112,山梨県,ﾔﾏﾅｼｹﾝ,笛吹市,ﾌｴﾌｷｼ
192121,山梨県,ﾔﾏﾅｼｹﾝ,上野原市,ｳｴﾉﾊﾗｼ
192139,山梨県,ﾔﾏﾅｼｹﾝ,甲州市,ｺｳｼｭｳｼ
192147,山梨県,ﾔﾏﾅｼｹﾝ,中央市,ﾁｭｳｵｳｼ
193461,山梨県,ﾔﾏﾅｼｹﾝ,市川三郷町,ｲﾁｶﾜﾐｻﾄﾁｮｳ
193640,山梨県,ﾔﾏﾅｼｹﾝ,早川町,ﾊﾔｶﾜﾁｮｳ
193658,山梨県,ﾔﾏﾅｼｹﾝ,身延町,ﾐﾉﾌﾞﾁｮｳ
193666,山梨県,ﾔﾏﾅｼｹﾝ,南部町,ﾅﾝﾌﾞﾁｮｳ
193682,山梨県,ﾔﾏﾅｼｹﾝ,富士川町,ﾌｼﾞｶﾜﾁｮｳ
